id_def_dato_custom,id_producto,valor
zqfFrkFtaY,2bLW6y1mtP,35
Jmrf0VmJoV,2bLW6y1mtP,1
wKnfkRenz2,fKHPwtSXrz,10
GuSFy6atbm,wjIwacq8ey,aliquid sunt deserunt
V9Z7WBlZvx,wjIwacq8ey,14
QQfRAANsPR,wjIwacq8ey,6
jX94CFMFWX,wjIwacq8ey,31
jEpyNCuS0D,t9HxehV1uP,15
6yJqW8ouGJ,gl6cIL1QnX,magni incidunt non
Z9MtYTHIJu,gl6cIL1QnX,19
eTvnFhfcWM,gl6cIL1QnX,explicabo animi porro
tgvPyZAcgi,gl6cIL1QnX,4
LRO24FJJlT,rhi42DuFAT,molestiae autem ipsum
VdkAdf5DWG,BQtvBKOEL3,13
muFakRNedd,lANuppSgZO,dolorem dolorum ut
CudAzocYkn,lANuppSgZO,13
7ROeQaGvNK,lANuppSgZO,provident debitis voluptates
CzBeZq5NHz,HyiO8W0hAv,25
UjswGPbMY0,7nORoyWX0g,20
EclQ8YXUfT,7nORoyWX0g,27
vMnjQyuFqD,7nORoyWX0g,3
qtA43p9iKr,7nORoyWX0g,6
JJt6RdFKMY,NlEUi1nfJd,27
hyCukkwseT,NlEUi1nfJd,tenetur ad quo
bGLXE0CaFm,FN95eDk2nr,17
LXGF81eNyl,FN95eDk2nr,34
wjpFFJn253,FN95eDk2nr,20
9kpvOC4NPl,FN95eDk2nr,16
Amhli6xMZT,oLb3LKcaGC,19
WwtMirbFkf,oLb3LKcaGC,28
yqhDFRs3cF,oLb3LKcaGC,sapiente accusamus minima
644YKRH28m,oLb3LKcaGC,11
VedjDag6Gf,jucFBy05Wi,10
g8MOrsLOuh,jucFBy05Wi,30
jRD6Iaw9nr,ROdVfw8LMf,14
M92dPzWV7l,ROdVfw8LMf,31
qT6rijfV2g,ROdVfw8LMf,ut possimus aperiam
cxkgKmpNVn,ROdVfw8LMf,incidunt mollitia voluptatem
qj5NgVA1DV,pujMnuTRIG,sit fuga exercitationem
oTt66pLAn1,pujMnuTRIG,repellat et aperiam
6t1BvDV1tP,WE217rS4pE,23
wKl6ke7XMn,WE217rS4pE,12
9LRmfsPgrw,WE217rS4pE,7
Uwoz52XwoN,iTIR6gS6nR,8
mWmFLiPwIf,iTIR6gS6nR,dicta tempora qui
3jUpvJHOsG,iTIR6gS6nR,28
usF8Rvf2tt,topAw4Cp1Z,39
szM6RncBwG,topAw4Cp1Z,32
UHv9mYzt6V,HjIAbPOOe8,39
C13PRnPIIP,HjIAbPOOe8,consequatur deleniti libero
JX025LhNtO,2tdmBbf0Lu,29
pkjkITte97,2tdmBbf0Lu,13
v4eikJA7Ru,2tdmBbf0Lu,36
gXqvOoRwMu,2tdmBbf0Lu,suscipit temporibus officia
HGzCXFw3uK,9UhrsbB5Xc,15
N3DQDfmrUl,9UhrsbB5Xc,5
DgaVcp3zqE,9UhrsbB5Xc,perspiciatis autem id
apQhOE60Kk,77ErmoeGGj,4
YMYGxon1Sf,77ErmoeGGj,26
Lgf4APMqGo,77ErmoeGGj,11
8LMkXl0ScR,77ErmoeGGj,37
l0ijm0J07u,67HHzsTMU1,enim quam quod
qaLfMKY9Gc,67HHzsTMU1,repellendus corrupti alias
DK8lVaXjF4,67HHzsTMU1,35
x8KPfNMTIq,67HHzsTMU1,1
YZWHuYNbbn,LIK23zWXqm,vero quo voluptas
Mu7ijooLtL,LIK23zWXqm,6
55CbA1XjVu,LIK23zWXqm,24
Wxh7vbkE0s,xZyDlb7yas,34
71QIqhssZE,zRT703nmlq,1
USATKZZlCu,zRT703nmlq,expedita ratione accusamus
eMZwJp0hOK,zRT703nmlq,2
foT25lIdVG,0Nd9DOF1RB,38
WHtv4vc1yd,0Nd9DOF1RB,9
zxcfh45Hcu,0Nd9DOF1RB,7
5zkaRD43YW,Y6en8HSyr4,dolores cupiditate quidem
TCodLzqTG8,Y6en8HSyr4,13
NyazOrDgHv,Y6en8HSyr4,architecto iste et
4nQucplarK,cxQrhjtHXt,18
UrYohHlKhf,cxQrhjtHXt,33
wxjwzxpSqg,JTA3v8t54e,27
EANZsAAbC3,JTA3v8t54e,sunt aliquid rem
xQWO3slCRv,JTA3v8t54e,autem amet quasi
COoYD68XLd,JTA3v8t54e,32
iyDResuLGw,sGoUWhNePj,37
UIXrKO2eNp,sGoUWhNePj,5
DLJ4bKLD6Z,sGoUWhNePj,32
yfeAycTWAA,qGR9haEW04,voluptas nesciunt qui
oRPwmZUakp,bki0apZFgZ,nostrum facilis et
hK0Nt9hoXU,kSQvVfMtk6,2
iR6KuQvwt2,kSQvVfMtk6,ab molestiae earum
jrYD3GL57h,kSQvVfMtk6,16
ugfzhd9301,7eWUtD79GP,1
wnbBu2SRMj,7eWUtD79GP,29
ZEMlSnKruW,7eWUtD79GP,5
UlGafOzjgt,XG4GIh1FS2,ipsa sunt voluptas
D066XZHmb1,XG4GIh1FS2,quisquam animi incidunt
5YamT4bVSZ,XG4GIh1FS2,ipsam et eum
w30fhjNhT4,XG4GIh1FS2,1
LAhRG0xsKy,Ja1Ev3XeyJ,21
jlDdjHmSp7,Ja1Ev3XeyJ,3
laR3jLylYb,Ja1Ev3XeyJ,8
pNsTL7G1tL,tWAIFVyH81,12
kLN8ERCLUq,tWAIFVyH81,22
QFdD3xEYmw,tWAIFVyH81,32
i2Gzh9Q9Hh,tWAIFVyH81,animi perferendis eveniet
wmbZWXLR3W,HBk64HmSSx,37
e64VSU5iNG,9GSaxN7JkO,4
ZRMSbNKlmQ,G4FMseDryY,5
SDSwejOo19,G4FMseDryY,13
Nm1LEtkJcD,G4FMseDryY,9
3oDsYFMteT,G4FMseDryY,13
EKPtsVKAoZ,rfqegbsHpX,qui nemo exercitationem
4upqRU47zp,rfqegbsHpX,id ad in
QPQwBJc38N,rfqegbsHpX,dolor est porro
34dAA7Hxqr,Idx8XDs6aH,8
B5gHSiU92n,5eEAdjzsn2,1
uGN7Hyk2Wl,5eEAdjzsn2,5
gAmKujkaEw,5eEAdjzsn2,dolor sed adipisci
y75PQ5mPrz,XpK9PPQ7fT,11
iUwAAihCIZ,XpK9PPQ7fT,fugit dolorem sed
kzwVJAGwKW,XpK9PPQ7fT,11
G5N1l20ylo,ynNaZyfWtp,28
Ek0UGsEDFm,nN9emkJedb,9
1SlZkRkpy1,nN9emkJedb,17
SIFgMTzTyt,nN9emkJedb,28
4nzpSeq2ZE,nN9emkJedb,20
X0bOhui2Y1,31xgPtzrBB,sint velit nam
aykeX7jFXa,31xgPtzrBB,37
YV62WlcX8J,bzC4uqzUqD,11
X9wwTAREnn,bzC4uqzUqD,5
v3YN6uAFPe,bzC4uqzUqD,9
ZLmVpl468W,EmpjAQZUDQ,vel et laborum
2LWXyi5iCw,DgH1ywEl6i,39
ZnIRe8FvrY,Iz7OEbgOnQ,36
S9cBetvE0Q,Iz7OEbgOnQ,sed eos nobis
R5nam3uRQ8,Iz7OEbgOnQ,7
6yYsknVvvo,Iz7OEbgOnQ,ut officiis sint
eaB1Tg2dgy,qLIijUusj5,19
8dqlC4beNt,qLIijUusj5,3
9hFwIJoed9,qLIijUusj5,12
12usPKL9DZ,qLIijUusj5,suscipit non vero
nqLfQ8ZFkh,712TYoOALW,autem et perferendis
045GrD3uv4,712TYoOALW,0
QoLsSO9sIc,712TYoOALW,assumenda voluptate dolorem
aeahkBDcpM,I0LEOfgBai,et et architecto
i4TPv7iyvS,I0LEOfgBai,28
NuvZdzmqts,2GoNJkS0Me,31
A5FNwHseaR,9wHJ0E3esZ,2
07HA6NeQm1,LUywqweDLZ,22
ysJtMGAvhy,iqWRwp8EsK,37
lZcrRlI8n7,iqWRwp8EsK,35
00CGOOGxYm,iqWRwp8EsK,et pariatur expedita
qn4dURUVj3,iqWRwp8EsK,aliquid ut aperiam
RHQnFZ1o8w,GfZR1N033Z,25
0BYC9Vs0Bg,GfZR1N033Z,35
LK3p3TWu7j,GfZR1N033Z,7
LrbpelMSIz,Bq0VjkK55S,27
egCzHKOrE3,VTXb33d4gh,ad sed voluptatem
pzAv1OY12W,PkPNTMDCGT,cum atque fugiat
c7SWFtO2dt,PkPNTMDCGT,32
OEs993gLcX,PkPNTMDCGT,13
x5ez6wEVhc,0GsbSmDtrl,4
BJpZfXY33k,0GsbSmDtrl,10
2RrA3Pyj92,ZINzfNR3OU,quis aut exercitationem
mU1L23bxKa,ZINzfNR3OU,37
M7M6B70bqv,ZINzfNR3OU,28
GoL1BTc5Wp,saU8k9EuS7,voluptas sunt consequuntur
bKaFOOnURH,saU8k9EuS7,27
wusehCcXkc,saU8k9EuS7,3
XWXq4ap2jN,saU8k9EuS7,ratione rerum optio
MENUXd9Yn9,7VIqSqsJH5,16
ACvKjSyB5h,7VIqSqsJH5,2
9nlCPjSsfj,7VIqSqsJH5,0
tN8m5WpX3B,OlhAg6qoxG,22
4GtpHjlTnt,OlhAg6qoxG,8
w9Er543Dkv,OlhAg6qoxG,dolorum quia repudiandae
HdbIWQ04kO,7Q5RL6YFcp,12
Reg6IN02X4,n1wJfgIAQv,38
X150fMbDo6,n1wJfgIAQv,11
DJHvGSBtan,n1wJfgIAQv,28
KwD2cpD9tY,IWtOsP2KRv,praesentium nostrum voluptas
XdNNxjt3Q7,IWtOsP2KRv,10
BboXcBEcdB,IWtOsP2KRv,5
6IQVx6KpHU,IWtOsP2KRv,2
HaOL41AI8K,IYgPiNhC0c,ut cupiditate adipisci
yYdZxaJuUs,eOJ5giN62t,37
MktJE6omIa,wATeXLmXIW,1
xb1ReDlwOi,wATeXLmXIW,nisi eos placeat
PI81WdheM7,wATeXLmXIW,23
KF4RDDrpFN,VFsMJH1aBi,perferendis recusandae inventore
PUcCrfrYte,VFsMJH1aBi,incidunt aut aspernatur
nQwCZXaSbZ,VFsMJH1aBi,provident temporibus illum
NK7lYYgpjZ,X447vxIxRB,30
NNwjuauSZC,X447vxIxRB,sit iste assumenda
fk3WapLDdA,X447vxIxRB,11
oV5h8DVm3Y,1nEhgp1ezo,6
xWtZP4f2oz,h1Worg25iM,4
Vr3tJVy5Ki,h1Worg25iM,34
cAccRxPxLk,h1Worg25iM,quia rerum qui
KHFKFyOGXW,rvhUGc1hPz,33
89m1Y5tat9,rvhUGc1hPz,12
FPWvMjU92T,rvhUGc1hPz,12
aVFrkRduCp,6IZRQinUmk,13
sAwHS5lJ2e,6IZRQinUmk,7
GIZdTbwiYv,6IZRQinUmk,20
p4q2yw1XYh,8SrYWnNJcO,27
Y13vs2kdpo,8SrYWnNJcO,35
8PFfuGhKAG,8SrYWnNJcO,9
Ghdn1JJ1BI,8SrYWnNJcO,36
lXEbxd2B92,u3cbrTT643,5
XJiqHubawD,u3cbrTT643,26
ew5EbujTHn,u3cbrTT643,24
EeRHnNCtvE,u3cbrTT643,34
15jbC2aBdJ,SQRiidHS3S,1
sbIUvsr9vo,SQRiidHS3S,19
pvWNHCTimv,SQRiidHS3S,3
i1QRTgUZcB,RsmzfTv5rE,est cum aut
IdwZhxT9gK,RsmzfTv5rE,6
zl3zxAntJR,RsmzfTv5rE,29
